date,day_week,special_event,6_week_lun,6_week_din,lun_ly,din_ly,din_2y,pred_lunch,pred_din,lunch_sales,dinner_sales,guest_count_lunch,guest_count_dinner,ppl_res_lun,ppl_res_din,temp_avg
9/22/2019,Sunday,,,,110,345,284,110,345,3123,7310.37,158,381,9,82,
9/23/2019,Monday,,,,49,186,133,50,190,,,38,251,,,
9/24/2019,Tuesday,,,,32,189,186,32,190,,,77,196,,,
9/25/2019,Wednesday,corvallis farmer market,,,31,138,182,31,140,,,42,228,,,
9/26/2019,Thursday,,,,31,206,155,31,206,,,68,265,,,
9/27/2019,Friday,,,,90,335,318,90,335,,,51,317,,,
9/28/2019,Saturday,corvallis farmer market home game vs stanforod TBD,,,81,370,448,80,370,,,105,434,,,
9/29/2019,Sunday,"fall festival run, ALEX!!",,,132,293,265,130,300,,,192,309,,,
9/30/2019,Monday,,,,55,130,155,55,130,,,43,199,,,
10/1/2019,Tuesday,,,,41,172,150,40,170,,,35,131,,,
10/2/2019,Wednesday,,,,66,204,169,65,210,,,47,119,,,
10/3/2019,Thursday,,,,33,181,232,35,180,,,54,169,,,
10/4/2019,Friday,,,,72,393,326,70,395,,,60,369,,,
10/5/2019,Saturday,,,,113,305,375,110,300,,,68,350,,,
10/6/2019,Sunday,,,,117,278,240,120,280,,,124,240,,,
10/7/2019,Monday,,,,66,118,136,60,120,,,79,215,,,
10/8/2019,Tuesday,,,,,163,167,,,,,62,140,,,
10/9/2019,Wednesday,,,,,220,153,,,,,62,192,,,
10/10/2019,Thursday,,,,,227,219,,,,,55,144,,,
10/11/2019,Friday,,,,,312,315,,,,,69,324,,,
10/12/2019,Saturday,,,,,426,409,,,,,141,349,,,
10/13/2019,Sunday,,,,,281,297,,,,,139,264,,,
10/14/2019,Monday,,,,,130,151,,,,,49,258,,,
10/15/2019,Tuesday,,,,,161,171,,,,,48,162,,,
10/16/2019,Wednesday,,,,,134,160,,,,,66,159,,,
10/17/2019,Thursday,,,,,183,208,,,,,68,154,,,
10/18/2019,Friday,,,,,339,348,,,,,53,274,,,
10/19/2019,Saturday,,,,,423,331,,,,,81,324,,,
10/20/2019,Sunday,,,,,228,296,,,,,117,247,,,
10/21/2019,Monday,,,,,196,144,,,,,42,125,,,
10/22/2019,Tuesday,,,,,219,170,,,,,37,182,,,
10/23/2019,Wednesday,,,,,201,226,,,,,76,238,,,
10/24/2019,Thursday,,,,,188,145,,,,,83,211,,,
10/25/2019,Friday,,,,,284,367,,,,,81,288,,,
10/26/2019,Saturday,,,,,412,407,,,,,109,306,,,
10/27/2019,Sunday,,,,,249,255,,,,,113,301,,,
10/28/2019,Monday,,,,,151,158,,,,,65,288,,,
10/29/2019,Tuesday,,,,,151,119,,,,,58,159,,,
10/30/2019,Wednesday,,,,,128,207,,,,,70,258,,,
10/31/2019,Thursday,,,,,267,213,,,,,56,222,,,
11/1/2019,Friday,,,,,459,418,,,,,58,311,,,
11/2/2019,Saturday,,,,,629,457,,,,,123,393,,,
11/3/2019,Sunday,,,,,284,222,,,,,159,251,,,
11/4/2019,Monday,,,,,99,122,,,,,60,165,,,
11/5/2019,Tuesday,,,,,220,131,,,,,52,131,,,
11/6/2019,Wednesday,,,,,168,152,,,,,47,167,,,
11/7/2019,Thursday,,,,,226,279,,,,,72,217,,,
11/8/2019,Friday,,,,,307,399,,,,,104,396,,,
11/9/2019,Saturday,,,,,338,369,,,,,238,508,,,
11/10/2019,Sunday,,,,,300,275,,,,,120,311,,,
11/11/2019,Monday,,,,,143,204,,,,,115,210,,,
11/12/2019,Tuesday,,,,,123,138,,,,,66,95,,,
11/13/2019,Wednesday,,,,,319,128,,,,,49,169,,,
11/14/2019,Thursday,,,,,112,196,,,,,48,198,,,
11/15/2019,Friday,,,,,359,480,,,,,93,340,,,
11/16/2019,Saturday,,,,,385,589,,,,,113,348,,,
11/17/2019,Sunday,,,,,235,206,,,,,159,278,,,
11/18/2019,Monday,,,,,161,178,,,,,48,128,,,
11/19/2019,Tuesday,,,,,209,184,,,,,29,101,,,
11/20/2019,Wednesday,,,,,282,187,,,,,77,151,,,
11/21/2019,Thursday,,,,,0,0,,,,,65,144,,,
11/22/2019,Friday,,,,,383,277,,,,,58,339,,,
11/23/2019,Saturday,,,,,333,184,,,,,97,308,,,
11/24/2019,Sunday,,,,,250,189,,,,,122,205,,,
11/25/2019,Monday,,,,,136,136,,,,,34,177,,,
11/26/2019,Tuesday,,,,,162,184,,,,,49,159,,,
11/27/2019,Wednesday,,,,,155,145,,,,,52,183,,,
11/28/2019,Thursday,,,,,200,187,,,,,0,0,,,
11/29/2019,Friday,,,,,340,430,,,,,76,217,,,
11/30/2019,Saturday,,,,,445,439,,,,,63,179,,,
12/1/2019,Sunday,,,,,339,278,,,,,55,203,,,
12/2/2019,Monday,,,,,183,149,,,,,45,102,,,
12/3/2019,Tuesday,,,,,131,194,,,,,53,142,,,
12/4/2019,Wednesday,,,,,194,168,,,,,48,186,,,
12/5/2019,Thursday,,,,,172,230,,,,,61,179,,,
12/6/2019,Friday,,,,,358,343,,,,,87,379,,,
12/7/2019,Saturday,,,,,362,354,,,,,96,398,,,
12/8/2019,Sunday,,,,,256,230,,,,,108,393,,,
12/9/2019,Monday,,,,,135,102,,,,,69,199,,,
12/10/2019,Tuesday,,,,,106,254,,,,,67,152,,,
12/11/2019,Wednesday,,,,,170,150,,,,,83,215,,,
12/12/2019,Thursday,,,,,178,151,,,,,83,218,,,
12/13/2019,Friday,,,,,260,301,,,,,107,222,,,
12/14/2019,Saturday,,,,,254,242,,,,,82,373,,,
12/15/2019,Sunday,,,,,222,223,,,,,140,231,,,
12/16/2019,Monday,,,,,183,146,,,,,64,124,,,
12/17/2019,Tuesday,,,,,129,143,,,,,86,147,,,
12/18/2019,Wednesday,,,,,180,161,,,,,85,163,,,
12/19/2019,Thursday,,,,,226,169,,,,,114,160,,,
12/20/2019,Friday,,,,,281,222,,,,,131,222,,,
12/21/2019,Saturday,,,,,308,242,,,,,82,182,,,
12/22/2019,Sunday,,,,,257,159,,,,,65,170,,,
12/23/2019,Monday,,,,,180,198,,,,,61,266,,,
12/24/2019,Tuesday,,,,,0,0,,,,,0,0,,,
12/25/2019,Wednesday,,,,,0,0,,,,,0,0,,,
12/26/2019,Thursday,,,,,200,243,,,,,84,262,,,
12/27/2019,Friday,,,,,289,347,,,,,92,338,,,
12/28/2019,Saturday,,,,,324,280,,,,,66,281,,,
12/29/2019,Sunday,,,,,247,267,,,,,112,255,,,
12/30/2019,Monday,,,,,180,127,,,,,79,188,,,
12/31/2019,Tuesday,,,,,225,144,,,,,64,259,,,
